gene_id,pyrEplusFe2,pyrEplusFe3,troRplusFe1,troRplusFe2,troRplusFe3
HVO_RS15285,5507,5311,7960,5797,5313
HVO_RS15300,5422,6321,15316,13306,8171
HVO_RS15305,17052,20859,35710,29826,19953
HVO_RS15310,11519,16027,17123,11518,10001
HVO_RS15315,1114,1465,2558,1853,1450
HVO_RS15320,441,542,679,468,368
HVO_RS15325,306,494,543,424,386
HVO_RS15330,591,759,2187,1691,1042
HVO_RS15335,109,146,54,63,41
HVO_RS15340,581,656,462,359,222
HVO_RS15345,248,355,242,171,103
HVO_RS15350,329,505,868,614,505
HVO_RS15355,158,332,275,270,218
HVO_RS15360,180,250,379,247,176
HVO_RS15365,630,978,1480,1130,985
HVO_RS15370,42,54,108,71,34
HVO_RS15375,268,368,515,477,325
HVO_RS15380,2709,3522,5339,3877,2641
HVO_RS15385,20,22,210,138,103
HVO_RS15390,8,7,23,11,10
HVO_RS15395,1503,1769,3451,2758,1864
HVO_RS15400,8826,11439,15521,11307,8795
HVO_RS15405,874,1078,1907,1412,1250
HVO_RS15410,19886,23596,32390,27446,23346
HVO_RS15415,790,967,1616,1565,940
HVO_RS15420,1150,1440,1391,1030,873
HVO_RS15425,913,1076,1164,1043,756
HVO_RS15430,125,178,263,255,144
HVO_RS15435,316,430,596,390,293
HVO_RS15445,70,101,230,210,93
HVO_RS15450,95,139,278,254,165
HVO_RS15455,168,204,254,192,160
HVO_RS15460,14,38,12,9,22
HVO_RS15465,4264,5584,8121,5433,4691
HVO_RS15470,25,45,74,60,45
HVO_RS15475,3964,6909,4659,2833,2891
HVO_RS15480,1264,1550,3109,2323,1652
HVO_RS15485,259,335,422,300,251
HVO_RS15490,221,320,858,617,373
HVO_RS15495,5,12,44,29,31
HVO_RS15500,368,552,784,689,448
HVO_RS15505,320,403,1160,1066,636
HVO_RS15510,2614,3317,7605,6096,3947
HVO_RS15515,131,179,381,263,160
HVO_RS15520,107,153,163,143,123
HVO_RS15525,0,0,0,0,0
HVO_RS15530,45,83,81,59,53
HVO_RS15535,888,1023,728,478,494
HVO_RS15540,214,319,699,525,290
HVO_RS15545,137,227,1028,900,417
HVO_RS15550,118,164,179,173,120
HVO_RS15555,139,248,171,149,113
HVO_RS15560,66,81,115,118,71
HVO_RS15565,7,26,4,13,17
HVO_RS15570,27,37,20,36,28
HVO_RS15575,708,898,2394,2154,1422
HVO_RS15580,13,28,24,16,14
HVO_RS15585,165,252,306,277,175
HVO_RS15590,239,366,1256,1173,581
HVO_RS15595,227,287,900,752,458
HVO_RS15600,105,160,180,169,123
HVO_RS15605,1719,2609,4508,3920,2596
HVO_RS15620,32,59,52,23,38
HVO_RS15625,43,67,100,104,62
HVO_RS15630,881,1228,1279,946,966
HVO_RS15635,281,449,1066,854,521
HVO_RS15640,210,243,590,513,306
HVO_RS15645,25,30,40,26,24
HVO_RS15650,35,51,60,67,54
HVO_RS15655,18,36,33,48,26
HVO_RS15660,5,4,9,22,3
HVO_RS15665,24,33,61,67,24
HVO_RS15670,4,5,11,18,3
HVO_RS15675,50,46,86,97,65
HVO_RS15680,12,19,30,27,17
HVO_RS15690,262,409,1036,732,592
HVO_RS15700,134,158,387,263,193
HVO_RS15705,55,84,99,83,47
HVO_RS15710,65,143,238,168,109
HVO_RS15715,36,46,56,55,53
HVO_RS15720,200,254,386,361,265
HVO_RS15725,263,329,524,385,331
HVO_RS15730,6,5,9,9,6
HVO_RS15735,44,70,88,49,50
HVO_RS15740,40,56,94,59,34
HVO_RS15750,50,78,124,105,66
HVO_RS15755,756,859,1701,1254,872
HVO_RS15760,490,654,1397,1121,777
HVO_RS15770,2065,2909,2732,2020,1564
HVO_RS15775,97,167,295,310,153
HVO_RS15780,2724,3393,6159,4985,3438
HVO_RS15785,2404,3185,3580,2665,2058
HVO_RS15790,1948,2369,4353,3132,2309
HVO_RS15795,1547,1843,3995,3659,2201
HVO_RS15800,10861,15246,10315,7497,7010
HVO_RS15805,17774,21618,57091,48391,38402
HVO_RS15815,1556,2127,2932,2218,1584
HVO_RS15820,8,19,34,29,20
HVO_RS15825,2952,3745,9719,8043,5012
HVO_RS15830,575,752,1435,1023,918
HVO_RS15835,1881,2299,3097,2483,2152
HVO_RS15840,342,462,576,367,334
HVO_RS15850,14705,17683,11480,9104,8136
HVO_RS15855,142,158,312,287,197
HVO_RS15860,988,1254,1758,1441,1045
HVO_RS15865,867,962,2279,1806,1130
HVO_RS15870,128,198,267,254,176
HVO_RS15875,6847,9209,12264,9408,6891
HVO_RS15880,1134,1302,2685,2090,1359
HVO_RS15885,1908,2672,2038,1855,1293
HVO_RS15890,22955,26053,34965,32305,18777
HVO_RS15895,4521,5734,7903,6956,4808
HVO_RS15900,1363,1679,2867,2272,1718
HVO_RS15905,1029,1318,2199,1778,1504
HVO_RS15910,720,768,1315,1095,886
HVO_RS15915,268,339,614,463,331
HVO_RS15920,144,181,215,202,135
HVO_RS15925,0,0,0,0,0
HVO_RS15930,861,1068,1382,1068,874
HVO_RS15935,817,1107,1998,1590,1134
HVO_RS15940,275,365,728,536,349
HVO_RS15950,1604,2084,1732,1322,1725
HVO_RS15955,440,576,1167,915,521
HVO_RS15960,194,302,546,453,337
HVO_RS15965,1941,2503,1596,1160,1113
HVO_RS15970,128,152,231,257,161
HVO_RS15975,114,127,166,189,125
HVO_RS15980,3152,4158,6233,4557,3693
HVO_RS15985,1526,1901,2865,2134,1555
HVO_RS15990,8778,12188,23135,18384,14587
HVO_RS15995,9,13,8,13,10
HVO_RS16000,149,193,313,226,154
HVO_RS16005,4589,6132,8563,7602,5479
HVO_RS16010,339,430,1360,995,686
HVO_RS16015,958,1079,2205,1624,1201
HVO_RS16025,60,121,90,57,34
HVO_RS16030,32,46,57,49,34
HVO_RS16035,1603,2101,2320,2029,1494
HVO_RS16040,6817,7177,5932,4329,4140
HVO_RS16045,198,214,266,209,140
HVO_RS16050,1010,1575,2022,1660,1194
HVO_RS16055,856,1011,1208,861,708
HVO_RS16060,323,380,581,423,336
HVO_RS16070,834,835,1372,1243,627
HVO_RS16075,491,678,995,788,526
HVO_RS16080,758,1045,2953,2865,1676
HVO_RS16085,140,224,408,307,241
HVO_RS16090,557,712,1127,804,588
HVO_RS16095,1361,1698,3716,2917,1863
HVO_RS16100,362,588,604,367,379
HVO_RS16105,642,808,1532,1095,885
HVO_RS16110,2770,3353,3651,2884,2411
HVO_RS16115,412,557,723,584,393
HVO_RS16120,114,175,288,284,146
HVO_RS16125,2072,2620,4465,3390,2163
HVO_RS16130,156,243,369,321,207
HVO_RS16135,289,432,1279,876,576
HVO_RS16150,1852,2633,4388,3264,2392
HVO_RS16160,24467,30991,68253,46006,34485
HVO_RS16170,522,646,1149,917,693
HVO_RS16180,26648,31385,32428,24071,20220
HVO_RS16185,96,117,105,116,67
HVO_RS16190,79,93,96,86,53
HVO_RS16195,65,81,123,121,73
HVO_RS16200,31,42,79,75,41
HVO_RS16205,694,874,1359,888,632
HVO_RS16210,156,165,272,167,155
HVO_RS16215,139,226,515,350,303
HVO_RS16220,264,308,495,314,257
HVO_RS16225,19,23,10,8,5
HVO_RS16230,40,49,96,70,56
HVO_RS16235,4422,6264,4257,3194,2890
HVO_RS16240,888,1209,778,629,513
HVO_RS16245,1732,2145,1098,687,778
HVO_RS16250,1031,1290,780,472,480
HVO_RS16255,776,925,502,290,323
HVO_RS16280,38,86,337,354,124
HVO_RS16290,407,496,1031,702,525
HVO_RS16295,800,964,1646,1148,806
HVO_RS16300,1066,1492,1564,1135,933
HVO_RS16305,15048,18951,46098,39431,21160
HVO_RS16310,6892,7814,17573,11605,7052
HVO_RS16315,337,478,892,618,438
HVO_RS16325,106,154,130,88,89
HVO_RS16330,164,215,424,342,274
HVO_RS16335,281,369,675,453,323
HVO_RS16340,3544,4772,4690,3314,2648
HVO_RS16345,721,1020,1692,1497,963
HVO_RS16350,2580,3480,3259,2417,1573
HVO_RS16360,467,569,567,452,328
HVO_RS16365,194,260,300,247,168
HVO_RS16370,246,325,390,370,244
HVO_RS16375,9703,12293,36628,27929,23745
HVO_RS16380,10358,13433,47669,36442,29918
HVO_RS16385,42,53,54,62,40
HVO_RS16390,1411,1772,3451,2709,1933
HVO_RS16395,2656,3172,4205,3112,2360
HVO_RS16400,529,649,656,574,372
HVO_RS16405,1182,1588,3407,2595,1686
HVO_RS16410,1554,2226,4352,3049,2168
HVO_RS16415,5153,7398,10048,7122,5275
HVO_RS16420,2296,2700,4257,3593,2760
HVO_RS16425,2018,3056,5804,4707,2820
HVO_RS16430,796,963,2332,1830,1241
HVO_RS16435,1820,2773,3649,3677,2091
HVO_RS16440,1144,1186,1657,1377,1435
HVO_RS16445,7600,9448,11904,9163,7341
HVO_RS16465,32,38,42,44,37
HVO_RS16480,3627,3900,5286,4930,3430
HVO_RS16485,381,571,483,385,249
HVO_RS16490,18111,23750,4187,4054,4790
HVO_RS16495,16325,18321,3894,3721,3701
HVO_RS16500,812,998,844,793,529
HVO_RS16505,812,1332,1232,1058,801
HVO_RS16510,312,398,692,529,430
HVO_RS16515,508,615,807,687,583
HVO_RS16520,15287,20842,48882,42593,30512
HVO_RS16525,888,1068,758,587,543
HVO_RS16530,53,73,717,869,403
HVO_RS16540,51,48,768,802,356
HVO_RS16550,94,156,188,124,104
HVO_RS16555,253,305,426,313,222
HVO_RS16560,782,972,1594,1309,966
HVO_RS16565,11,14,32,18,13
HVO_RS16570,165,220,260,189,179
HVO_RS16575,5,10,2,3,5
HVO_RS16590,0,0,0,0,0
HVO_RS16595,3369,4115,6463,4635,3489
HVO_RS16600,875,1078,1440,1039,775
HVO_RS16605,108,166,291,230,135
HVO_RS16610,195,230,333,245,141
HVO_RS16615,419,510,1157,1048,525
HVO_RS16620,39,54,126,140,51
HVO_RS16625,25,40,67,63,22
HVO_RS16630,565,649,910,643,542
HVO_RS16635,1344,2180,1817,1307,1048
HVO_RS16640,160,206,549,475,250
HVO_RS16645,212,260,600,487,301
HVO_RS16650,337,366,751,621,425
HVO_RS16655,759,936,1212,911,771
HVO_RS16660,130,148,115,72,94
HVO_RS16665,597,820,1048,863,687
HVO_RS16670,854,1066,1702,1435,1016
HVO_RS16675,524,709,1266,1003,684
HVO_RS16680,14,14,20,14,23
HVO_RS16685,532,617,825,635,455
HVO_RS16690,1194,1546,3334,2648,1702
HVO_RS16705,293,372,296,207,189
HVO_RS16710,4,10,7,1,5
HVO_RS16715,30,49,24,12,9
HVO_RS16720,279,346,405,296,297
HVO_RS16725,543,632,1178,943,612
HVO_RS16730,646,816,1070,689,566
HVO_RS16735,3004,4083,6624,4935,3589
HVO_RS16740,2949,3993,4930,3790,2481
HVO_RS16745,214,288,482,374,303
HVO_RS16750,503,706,878,614,519
HVO_RS16755,500,713,974,652,499
HVO_RS16760,2093,2767,4572,3621,2631
HVO_RS16765,2301,2946,2475,1755,1496
HVO_RS16770,465,535,1038,761,517
HVO_RS16780,260,310,541,378,316
HVO_RS16785,245,274,696,460,285
HVO_RS16790,612,809,1358,1094,667
HVO_RS16795,356,440,676,506,306
HVO_RS16805,245,285,341,288,203
HVO_RS16810,1663,2042,4063,3143,2311
HVO_RS16820,3261,4493,3469,2670,2293
HVO_RS16825,5360,6187,6452,4805,4380
HVO_RS16830,841,1085,1338,1084,841
HVO_RS16835,214,297,846,637,458
HVO_RS16840,6109,7579,7926,6527,4697
HVO_RS16845,4629,4703,3401,2570,2203
HVO_RS16850,206,207,398,276,208
HVO_RS16855,4815,6163,11155,8363,5851
HVO_RS16860,13300,14813,6771,5892,5621
HVO_RS16865,247,334,863,732,524
HVO_RS16870,73,99,120,85,76
HVO_RS16875,8047,10404,11896,9486,7412
HVO_RS16880,464,573,842,700,578
HVO_RS16890,54,100,304,256,142
HVO_RS16895,348,498,907,693,537
HVO_RS16905,761,939,1606,1228,844
HVO_RS16910,750,989,1474,1076,981
HVO_RS16915,3130,3957,7061,5443,4090
HVO_RS16920,8564,9745,15913,12436,9201
HVO_RS16925,34948,43105,44922,34021,27219
HVO_RS16930,1093,1533,1121,892,596
HVO_RS16935,252,352,424,482,302
HVO_RS16940,405,524,721,684,442
HVO_RS16945,1037,1238,1563,1275,896
HVO_RS16950,4320,4835,6263,4266,3445
HVO_RS16955,1219,1606,1141,755,663
HVO_RS16960,88,135,222,182,129
HVO_RS16970,254,311,1296,1377,524
HVO_RS16975,326,361,1484,1587,711
HVO_RS16980,334,550,1521,1639,735
HVO_RS16985,264,334,1339,1444,645
HVO_RS16990,419,533,1564,1617,745
HVO_RS16995,745,974,2299,2406,1094
HVO_RS17000,201,317,1070,1503,575
HVO_RS17005,127,203,722,942,390
HVO_RS17010,46,84,303,459,151
HVO_RS17015,241,366,1304,1521,706
HVO_RS17020,538,830,2585,2908,1363
HVO_RS17025,228,296,1077,1087,489
HVO_RS17030,278,421,1308,1394,657
HVO_RS17035,209,356,1347,1381,695
HVO_RS17040,289,451,1833,1882,885
HVO_RS17050,783,1168,4094,4491,2065
HVO_RS17055,434,662,2626,2817,1307
HVO_RS17060,442,580,2161,2208,1092
HVO_RS17065,656,742,4214,4247,1833
HVO_RS17070,238,390,1828,1773,836
HVO_RS17075,1423,1965,7899,7144,3747
HVO_RS17080,3222,4221,13123,9712,6465
HVO_RS17085,6761,8562,20293,15168,10210
HVO_RS17090,78,183,37,38,34
HVO_RS17095,352,502,737,596,382
HVO_RS17100,332,426,580,446,310
HVO_RS17105,194,292,256,187,167
HVO_RS17110,848,1025,714,494,364
HVO_RS17115,407,563,556,430,353
HVO_RS17120,746,964,1173,803,601
HVO_RS17125,2868,3637,4294,2990,2382
HVO_RS17130,1054,1217,1721,1200,1014
HVO_RS17135,2961,3785,3391,2757,1884
HVO_RS17140,1531,1789,3487,3017,2402
HVO_RS17150,423,521,2550,3422,1375
HVO_RS17160,22218,25712,84004,84063,51388
HVO_RS17170,472,463,647,531,447
HVO_RS17180,774,1033,1261,1004,749
HVO_RS17185,127,178,173,154,86
HVO_RS17190,39699,44020,30347,22892,24677
HVO_RS17195,4823,5318,3464,2569,2848
HVO_RS17205,1735,2043,3053,2222,1772
HVO_RS17210,597,801,1075,771,602
HVO_RS17215,214,274,179,160,110
HVO_RS17220,238,328,175,126,113
HVO_RS17230,10,11,14,14,12
HVO_RS17235,95,147,228,202,131
HVO_RS17240,33,41,44,56,37
HVO_RS17250,522,837,3008,2052,1234
HVO_RS17255,2490,3215,4108,2909,2313
HVO_RS17260,935,1219,1789,1355,1018
HVO_RS17265,374,583,1098,1021,626
HVO_RS17270,1320,1515,2777,2364,2204
HVO_RS17275,69,90,102,93,52
HVO_RS17280,1586,2057,4586,3676,2638
HVO_RS17285,17421,20590,22349,20027,16116
HVO_RS17290,5902,6750,12051,11696,7902
HVO_RS17305,139,156,292,244,154
HVO_RS17310,66,102,353,280,162
HVO_RS17315,274,344,812,691,459
HVO_RS17320,746,1001,1882,1429,969
HVO_RS17325,487,627,1349,991,665
HVO_RS17330,213,276,692,691,405
HVO_RS17335,455,589,1630,1239,780
HVO_RS17340,467,611,2126,1672,963
HVO_RS17345,567,795,1195,924,738
HVO_RS17350,9633,12821,15917,12203,9436
HVO_RS17360,2456,3007,5484,3763,3039
HVO_RS17365,128,175,378,248,173
HVO_RS17380,585,634,1111,870,536
HVO_RS17385,59,49,92,69,60
HVO_RS17390,312,338,648,586,310
HVO_RS17395,827,1202,1772,1394,928
HVO_RS17400,1112,1415,1949,1739,1226
HVO_RS17405,477,496,828,801,564
HVO_RS17410,207,315,297,252,250
HVO_RS17415,1779,2379,4497,3273,2511
HVO_RS17420,95,106,164,116,107
HVO_RS17425,5451,7377,5912,4780,3636
HVO_RS17430,819,905,1604,1329,866
HVO_RS17435,891,1031,1622,1344,938
HVO_RS17440,723,942,1401,1094,726
HVO_RS17445,1012,1114,1936,1537,1073
HVO_RS17450,903,968,630,544,488
HVO_RS17455,660,824,2045,1778,1105
HVO_RS17460,1603,1924,5039,4193,2414
HVO_RS17465,2313,2828,2982,2533,1976
HVO_RS17470,672,808,1360,1151,730
HVO_RS17480,81,137,201,155,105
HVO_RS17485,331,351,541,445,317
HVO_RS17490,1,0,0,0,0
HVO_RS17495,2222,2814,5375,4043,2683
HVO_RS17500,785,971,1423,1076,830
HVO_RS17505,110,157,325,258,200
HVO_RS17510,160,177,571,538,346
HVO_RS17515,868,1206,2316,2284,1592
HVO_RS17520,703,858,1459,1374,1066
HVO_RS17525,506,687,1236,1067,790
HVO_RS17530,5323,6848,9142,7368,7943
HVO_RS17535,196,294,296,291,271
HVO_RS17540,278,435,836,665,456
HVO_RS17545,1070,1413,1938,1564,1021
HVO_RS17550,4086,5064,7859,5902,3739
HVO_RS17555,2409,3376,3264,2171,2130
HVO_RS17560,1915,2367,2619,2045,1770
HVO_RS17565,1028,1192,1686,1432,1051
HVO_RS17570,2544,3099,3736,2676,2309
HVO_RS17590,465,574,368,355,409
HVO_RS17595,396,518,1249,1291,727
HVO_RS17600,1546,1843,3259,2509,1565
HVO_RS17605,36,50,53,63,27
HVO_RS17610,434,610,1570,1286,864
HVO_RS17615,4954,5857,2632,1351,2370
HVO_RS17625,7321,8853,8864,6686,5630
HVO_RS17630,2123,2671,2875,2060,1797
HVO_RS17635,6398,8313,5791,4337,3328
HVO_RS17640,1198,1531,1838,1480,1046
HVO_RS17645,313,397,769,718,435
HVO_RS17650,1871,2469,2551,2119,1722
HVO_RS17655,398,571,413,258,241
HVO_RS17660,158,212,539,406,300
HVO_RS17665,587,704,737,500,415
HVO_RS17670,724,1004,1580,1311,929
HVO_RS17680,841,1076,2739,2194,1135
HVO_RS17685,1504,1863,3211,2357,1982
HVO_RS17690,3087,4000,6058,4286,3497
HVO_RS17695,84,85,126,149,71
HVO_RS17700,531,651,884,875,498
HVO_RS17705,293,352,675,609,376
HVO_RS17710,661,723,1470,1081,836
HVO_RS17715,4492,4970,6819,4737,4252
HVO_RS17720,95,138,184,133,92
HVO_RS17730,1372,1506,2981,2912,1621
HVO_RS17740,4888,6362,10192,7746,6139
HVO_RS17745,413,552,984,692,644
HVO_RS17750,7545,9604,12129,9175,7339
HVO_RS17760,455,537,665,602,406
HVO_RS17765,301,429,517,439,273
HVO_RS17770,2535,2881,4088,2931,2314
HVO_RS17775,3173,3930,6640,4924,3161
HVO_RS17780,2939,3338,6127,4523,2961
HVO_RS17785,1995,3052,3501,2623,2118
HVO_RS17790,114,147,175,110,84
HVO_RS17795,1184,1523,1435,1102,887
HVO_RS17800,1301,1572,1903,1436,1186
HVO_RS17805,166,206,137,132,126
HVO_RS17810,425,528,614,452,368
HVO_RS17815,288,314,614,440,359
HVO_RS17825,1564,1830,2701,2019,1568
HVO_RS17830,1061,1313,2277,1805,1102
HVO_RS17835,1035,1145,2176,1574,1196
HVO_RS17840,96,84,46,52,32
HVO_RS17845,219,293,545,382,273
HVO_RS17855,1188,1872,4750,2766,2201
HVO_RS17860,23242,31345,40209,26947,22041
HVO_RS17865,14557,18400,26815,18004,14716
HVO_RS17870,986,1195,2516,1873,1245
HVO_RS17875,239,351,367,336,226
HVO_RS17880,541,685,844,588,524
HVO_RS17885,1039,1387,2191,1806,1142
HVO_RS17890,59,84,98,100,57
HVO_RS17895,87,134,122,165,97
HVO_RS17900,113,125,205,169,116
HVO_RS17905,23,43,43,42,30
HVO_RS17910,186,202,227,162,141
HVO_RS17920,521,596,1045,888,560
HVO_RS17925,1523,2320,5450,4117,2465
HVO_RS17930,552,731,2058,1414,901
HVO_RS17935,616,861,2299,1431,965
HVO_RS17945,14,9,16,18,22
HVO_RS17950,503,641,1175,1127,494
HVO_RS17955,374,503,1000,978,420
HVO_RS17960,138,146,581,535,284
HVO_RS17965,332,461,1268,987,609
HVO_RS17970,877,985,1850,1303,966
HVO_RS17975,3258,4109,5549,3652,3323
HVO_RS17980,3273,4064,8586,6292,4156
HVO_RS17985,1601,1974,3351,2470,1744
HVO_RS17990,943,1224,2114,1545,1070
HVO_RS17995,685,925,1480,929,1029
HVO_RS18000,4386,6509,8964,5627,4804
HVO_RS18005,1219,1790,2430,1678,1443
HVO_RS18010,18,21,34,36,30
HVO_RS18015,10087,12291,18118,13360,8389
HVO_RS18020,20477,28931,39477,28579,18532
HVO_RS18025,13148,17627,24204,17973,11335
HVO_RS18030,7730,11344,16343,11447,8718
HVO_RS18035,3921,4619,5646,3949,3565
HVO_RS18040,18697,24249,16143,11297,12199
HVO_RS18050,521,527,802,626,474
HVO_RS18055,2267,2895,2911,2162,1574
HVO_RS18060,167,169,226,221,126
HVO_RS18065,148,151,387,296,174
HVO_RS18070,367,463,1206,1022,621
HVO_RS18075,1285,1775,2507,2215,1572
HVO_RS18085,344,400,397,305,279
HVO_RS18090,2222,2834,4111,2923,2317
HVO_RS18095,474,536,1124,857,573
HVO_RS18100,971,1124,559,399,371
HVO_RS18105,12044,16629,23720,15748,11722
HVO_RS18115,69,89,516,411,200
HVO_RS18120,179,222,888,788,436
HVO_RS18125,302,331,1398,1324,713
HVO_RS18130,337,416,1634,1430,751
HVO_RS18135,333,403,1683,1382,814
HVO_RS18140,295,390,1680,1243,760
HVO_RS18145,2962,4105,15275,11405,7499
HVO_RS18150,897,1130,5021,3851,2422
HVO_RS18155,1657,1893,7717,5435,3770
HVO_RS18160,2643,3743,7867,5299,4170
HVO_RS18165,742,1031,803,561,471
HVO_RS18170,586,926,428,368,349
HVO_RS18175,573,848,929,830,648
HVO_RS18180,367,463,565,427,276
HVO_RS18190,1437,1832,3244,2420,1907
HVO_RS18195,376,485,970,739,576
HVO_RS18200,679,884,1084,869,591
HVO_RS18205,586,774,1351,917,726
HVO_RS18210,37,58,46,44,35
HVO_RS18215,322,425,353,297,186
HVO_RS18220,876,1247,1257,1156,839
HVO_RS18230,3037,3928,2360,1882,1135
HVO_RS18240,362,494,436,357,187
HVO_RS18245,455,562,367,374,183
HVO_RS18250,500,680,426,369,159
HVO_RS18255,589,660,406,352,165
HVO_RS18260,507,713,802,672,534
HVO_RS18265,33,60,66,43,34
HVO_RS18270,28,62,125,116,69
HVO_RS18275,1010,1701,926,784,600
HVO_RS18280,12429,16376,33643,30147,18449
HVO_RS18285,6558,8409,14492,11704,7727
HVO_RS18290,2053,2503,4638,3998,2635
HVO_RS18300,900,1106,1907,1365,1005
HVO_RS18305,2688,3499,5446,4423,2973
HVO_RS18310,476,671,751,578,448
HVO_RS18315,1318,1861,5335,3679,2922
HVO_RS18320,67,131,158,87,82
HVO_RS18325,0,0,0,0,0
HVO_RS18330,31,54,134,103,67
HVO_RS18335,0,1,0,0,0
HVO_RS18340,0,0,0,0,0
HVO_RS18345,34,61,71,72,41
HVO_RS18350,28,30,71,52,38
HVO_RS18355,32,42,59,53,39
HVO_RS18365,22,30,67,48,29
HVO_RS18370,189,295,478,422,312
HVO_RS18375,488,789,946,718,507
HVO_RS18380,182,272,340,308,232
HVO_RS18385,0,0,0,0,1
HVO_RS18395,150,220,207,203,182
HVO_RS18400,58,92,64,48,39
HVO_RS18405,406,607,446,332,282
HVO_RS18410,1017,1435,1707,1315,1035
HVO_RS18415,455,606,986,878,542
HVO_RS18420,11,10,38,23,27
HVO_RS18425,23,20,67,50,27
HVO_RS18430,44,53,144,100,64
HVO_RS18435,212,323,709,636,315
HVO_RS18440,14,18,41,28,21
HVO_RS18445,448,504,534,384,297
HVO_RS18450,48,66,410,295,197
HVO_RS18455,93,121,301,228,178
HVO_RS18460,26,39,42,49,35
HVO_RS18465,133,192,174,215,202
HVO_RS18470,566,729,418,385,328
HVO_RS18475,279,317,245,294,290
HVO_RS18480,627,753,403,446,511
HVO_RS18485,338,338,382,291,236
HVO_RS18490,1153,1399,1884,1472,1132
HVO_RS18495,231,284,662,587,442
HVO_RS18500,179,267,367,288,184
HVO_RS18505,10,18,13,14,10
HVO_RS18510,621,1021,1127,818,660
HVO_RS18515,444,535,1545,1092,589
HVO_RS18520,589,829,1272,1095,695
HVO_RS18525,603,797,1524,1197,802
HVO_RS18530,919,1018,1325,1069,811
HVO_RS18535,7382,9686,7516,5742,4720
HVO_RS18540,15100,17604,20792,15757,12190
HVO_RS18545,342,460,217,147,140
HVO_RS18550,1854,2007,1257,976,767
HVO_RS18560,92,168,190,136,108
HVO_RS18565,812,868,1452,997,789
HVO_RS18570,924,1320,2262,1718,1294
HVO_RS18575,567,872,1457,1132,775
HVO_RS18580,267,381,620,526,347
HVO_RS18585,587,866,1763,1445,944
HVO_RS18595,1006,1080,1221,903,791
HVO_RS18600,145,155,292,242,190
HVO_RS18605,286,387,635,478,380
HVO_RS18610,593,793,1159,996,588
HVO_RS18615,15577,20393,12207,10540,10131
HVO_RS18620,9587,10617,12383,9192,8227
HVO_RS18630,1854,2258,2970,2371,1668
HVO_RS18635,2440,3111,3272,2366,1947
HVO_RS18640,6856,9079,2051,1537,1313
HVO_RS18645,734,1029,2205,1769,1210
HVO_RS18650,28387,31479,27953,21715,18663
HVO_RS18655,169,258,326,265,220
HVO_RS18660,286,340,530,398,329
HVO_RS18665,41,68,172,124,98
HVO_RS18670,1402,1861,2997,2342,1809
HVO_RS18675,2139,2608,5008,4227,2480
HVO_RS18680,372,392,714,559,435
HVO_RS18685,71,132,301,218,115
HVO_RS18690,301,393,656,445,429
HVO_RS18695,273,449,665,461,329
HVO_RS18700,39,72,255,160,126
HVO_RS18705,219,311,1022,740,456
HVO_RS18710,100,155,469,357,231
HVO_RS18715,131,136,325,246,140
HVO_RS18720,361,419,682,540,381
HVO_RS18725,431,596,844,661,471
HVO_RS18730,13277,17568,36068,26798,21069
HVO_RS18740,1026,1125,1349,1140,966
HVO_RS18745,2725,3097,3293,2476,2107
HVO_RS18750,811,1146,1253,934,736
HVO_RS18755,974,1250,1703,1382,1110
HVO_RS18760,575,805,884,606,524
HVO_RS18770,2608,3395,3018,2453,1959
HVO_RS18775,63,82,78,60,58
HVO_RS18780,586,768,1396,1144,899
HVO_RS18785,489,565,979,745,472
HVO_RS18790,28494,33202,46446,32872,22962
HVO_RS18795,164,177,269,247,178
HVO_RS18800,484,629,591,520,445
HVO_RS18805,4727,5814,5159,4256,2766
HVO_RS18810,142,176,235,239,148
HVO_RS18820,175,218,364,337,231
HVO_RS18825,38,51,104,65,67
HVO_RS18830,379,434,1025,933,575
HVO_RS18835,1518,2518,2044,1563,1301
HVO_RS18840,2162,2562,3793,2808,2180
HVO_RS18845,1344,1552,2970,2228,1754
HVO_RS18860,155,50,40,32,26
HVO_RS18865,176,273,912,513,408
HVO_RS18870,330,458,1358,1122,580
HVO_RS18875,223,241,367,317,222
HVO_RS18880,151,296,315,315,212
HVO_RS18885,241,339,619,445,362
HVO_RS18890,103,159,213,169,138
HVO_RS18895,362,387,651,435,324
HVO_RS18900,1013,1316,1724,1331,1026
HVO_RS18910,0,0,0,0,1
HVO_RS18915,0,0,0,0,0
HVO_RS18920,0,0,0,0,0
HVO_RS18925,1991,2303,1518,1703,1257
HVO_RS18930,318,553,486,368,259
HVO_RS18935,708,967,1838,1767,1057
HVO_RS18940,303,416,749,630,411
HVO_RS18945,1803,2481,8027,6667,4488
HVO_RS18950,205,228,462,303,245
HVO_RS18955,533,706,2130,2001,1160
HVO_RS18960,788,1004,2525,1905,1315
HVO_RS18965,113,145,129,117,65
HVO_RS18970,34,44,84,84,53
HVO_RS18975,825,1181,2462,2011,1241
HVO_RS18985,3,3,11,20,5
HVO_RS18990,178,253,318,273,209
HVO_RS18995,944,1110,1651,1334,1012
HVO_RS19010,300,459,1531,1267,773
HVO_RS19015,2408,2936,7985,6616,4210
HVO_RS19025,477,651,365,212,189
HVO_RS19030,793,1101,505,386,287
HVO_RS19035,29,54,53,46,30
HVO_RS19045,491,629,950,795,517
HVO_RS19050,2291,2935,5364,3914,3239
HVO_RS19055,10130,12112,18822,15492,9321
